img,ratio
1021.jpg,0.11574074074074074
10210.jpg,0.2777777777777778
10211.jpg,0.1893939393939394
10212.jpg,0.5660377358490566
10213.jpg,0.5
10214.jpg,0.24509803921568626
10215.jpg,0.49019607843137253
10216.jpg,0.11574074074074074
10217.jpg,0.3
10218.jpg,0.10040160642570281
10219.jpg,0.10533707865168539
1022.jpg,0.46875
10220.jpg,0.234375
10221.jpg,0.15432098765432098
10222.jpg,0.32858707557502737
10223.jpg,0.3125
10224.jpg,0.12254901960784313
10225.jpg,0.4166666666666667
10226.jpg,0.48154093097913325
10227.jpg,0.44642857142857145
10228.jpg,0.09191176470588236
10229.jpg,0.19607843137254902
1023.jpg,0.49019607843137253
10230.jpg,0.1597444089456869
10231.jpg,0.089632506722438
10232.jpg,0.46875
10233.jpg,0.46875
10234.jpg,0.15625
10235.jpg,0.5208333333333334
10236.jpg,0.1953125
10237.jpg,0.08680555555555555
10238.jpg,0.075
10239.jpg,0.08680555555555555
1024.jpg,0.46875
10240.jpg,0.49019607843137253
10241.jpg,0.5
10242.jpg,0.1953125
10243.jpg,0.5357142857142857
10244.jpg,0.46875
10245.jpg,0.6493506493506493
10246.jpg,0.29850746268656714
10247.jpg,0.17772511848341233
10248.jpg,0.390625
10249.jpg,0.21337126600284495
1025.jpg,0.15625
10250.jpg,0.1953125
10251.jpg,0.6493506493506493
10252.jpg,0.3125
10253.jpg,0.4166666666666667
10254.jpg,0.4166666666666667
10255.jpg,0.10964912280701754
10256.jpg,0.21141649048625794
10257.jpg,0.1953125
10258.jpg,0.41841004184100417
10259.jpg,0.46875
1026.jpg,0.146484375
10260.jpg,0.15495867768595042
10261.jpg,0.29296875
10262.jpg,0.6
10263.jpg,0.390625
10264.jpg,0.13020833333333334
10265.jpg,0.15584415584415584
10266.jpg,0.1791044776119403
10267.jpg,0.2031144211238998
10268.jpg,0.1402524544179523
10269.jpg,0.15495867768595042
1027.jpg,0.6493506493506493
10270.jpg,0.12992637505413598
10271.jpg,0.10964912280701754
10272.jpg,0.10756543564001435
10273.jpg,0.10964912280701754
10274.jpg,0.12254901960784313
10275.jpg,0.12254901960784313
10276.jpg,0.15641293013555788
10277.jpg,0.3125
10278.jpg,0.390625
10279.jpg,0.18382352941176472
1028.jpg,0.6
10280.jpg,0.430416068866571
10281.jpg,0.1953125
10282.jpg,0.12254901960784313
10283.jpg,0.35046728971962615
10284.jpg,0.46875
10285.jpg,0.19292604501607716
10286.jpg,0.2051983584131327
10287.jpg,0.46875
10288.jpg,0.12254901960784313
10289.jpg,0.25
1029.jpg,0.234375
10290.jpg,0.12254901960784313
10291.jpg,0.375
10292.jpg,0.1953125
10293.jpg,0.09816753926701571
10294.jpg,0.36585365853658536
10295.jpg,0.3125
10296.jpg,0.1001001001001001
10297.jpg,0.3125
10298.jpg,0.45317220543806647
10299.jpg,0.25
103.jpg,0.3575685339690107
1030.jpg,0.09282178217821782
10300.jpg,0.15495867768595042
10301.jpg,0.41841004184100417
10302.jpg,0.47468354430379744
10303.jpg,0.12254901960784313
10304.jpg,0.6
10305.jpg,0.5928853754940712
10306.jpg,0.18083182640144665
10307.jpg,0.49019607843137253
10308.jpg,0.46875
10309.jpg,0.3640776699029126
1031.jpg,0.4166666666666667
10310.jpg,0.09191176470588236
10311.jpg,0.15495867768595042
10312.jpg,0.1085383502170767
10313.jpg,0.16778523489932887
10314.jpg,0.3694581280788177
10315.jpg,0.46875
10316.jpg,0.12254901960784313
10317.jpg,0.34762456546929316
10318.jpg,0.12254901960784313
10319.jpg,0.12254901960784313
1032.jpg,0.06622516556291391
10320.jpg,0.10533707865168539
10321.jpg,0.46875
10322.jpg,0.340522133938706
10323.jpg,0.15037593984962405
10324.jpg,0.46875
10325.jpg,0.10533707865168539
10326.jpg,0.12254901960784313
10327.jpg,0.48231511254019294
10328.jpg,0.15432098765432098
10329.jpg,0.19788918205804748
1033.jpg,0.17688679245283018
10330.jpg,0.32679738562091504
10331.jpg,0.4243281471004243
10332.jpg,0.12254901960784313
10333.jpg,0.3125
10334.jpg,0.2840909090909091
10335.jpg,0.15495867768595042
10336.jpg,0.6
10337.jpg,0.4166666666666667
10338.jpg,0.12254901960784313
10339.jpg,0.20833333333333334
1034.jpg,0.176056338028169
10340.jpg,0.24509803921568626
10341.jpg,0.14285714285714285
10342.jpg,0.6493506493506493
10343.jpg,0.3
10344.jpg,0.15495867768595042
10345.jpg,0.14285714285714285
10346.jpg,0.08680555555555555
10347.jpg,0.46875
10348.jpg,0.3125
10349.jpg,0.4166666666666667
1035.jpg,0.2053388090349076
10350.jpg,0.4424778761061947
10351.jpg,0.2777777777777778
10352.jpg,0.6493506493506493
10353.jpg,0.46875
10354.jpg,0.15495867768595042
10355.jpg,0.09191176470588236
10356.jpg,0.146484375
10357.jpg,0.49019607843137253
10358.jpg,0.1953125
10359.jpg,0.05787037037037037
1036.jpg,0.5208333333333334
10360.jpg,0.11152416356877323
10361.jpg,0.4166666666666667
10362.jpg,0.3067484662576687
10363.jpg,0.15
10364.jpg,0.25
10365.jpg,0.5
10366.jpg,0.15495867768595042
10367.jpg,0.16666666666666666
10368.jpg,0.18867924528301888
10369.jpg,0.6493506493506493
1037.jpg,0.6211180124223602
10370.jpg,0.4166666666666667
10371.jpg,0.1757469244288225
10372.jpg,0.1953125
10373.jpg,0.2777777777777778
10374.jpg,0.2777777777777778
10375.jpg,0.146484375
10376.jpg,0.12254901960784313
10377.jpg,0.6493506493506493
10378.jpg,0.46875
10379.jpg,0.390625
1038.jpg,0.18382352941176472
10380.jpg,0.1557632398753894
10381.jpg,0.46875
10382.jpg,0.14285714285714285
10383.jpg,0.5405405405405406
10384.jpg,0.13309671694764863
10385.jpg,0.08680555555555555
10386.jpg,0.15495867768595042
10387.jpg,0.10101010101010101
10388.jpg,0.14258555133079848
10389.jpg,0.14285714285714285
1039.jpg,0.1236603462489695
10390.jpg,0.46875
10391.jpg,0.4166666666666667
10392.jpg,0.3125
10393.jpg,0.12254901960784313
10394.jpg,0.08680555555555555
10395.jpg,0.37641154328732745
10396.jpg,0.15495867768595042
10397.jpg,0.390625
10398.jpg,0.37735849056603776
10399.jpg,0.13458950201884254
104.jpg,0.11574074074074074
1040.jpg,0.2827521206409048
10400.jpg,0.46875
10401.jpg,0.15495867768595042
10402.jpg,0.21961932650073207
10403.jpg,0.3138075313807531
10404.jpg,0.09191176470588236
10405.jpg,0.375
10406.jpg,0.1195695496213631
10407.jpg,0.26761819803746656
10408.jpg,0.12254901960784313
10409.jpg,0.22255192878338279
1041.jpg,0.3171247357293869
10410.jpg,0.15
10411.jpg,0.5163511187607573
10412.jpg,0.46875
10413.jpg,0.1953125
10414.jpg,0.28957528957528955
10415.jpg,0.33407572383073497
10416.jpg,0.42857142857142855
10417.jpg,0.21413276231263384
10418.jpg,0.12254901960784313
10419.jpg,0.2514668901927913
1042.jpg,0.46875
10420.jpg,0.17533606078316774
10421.jpg,0.4411764705882353
10422.jpg,0.15
10423.jpg,0.24549918166939444
10424.jpg,0.3
10425.jpg,0.46875
10426.jpg,0.08680555555555555
10427.jpg,0.12254901960784313
10428.jpg,0.15
10429.jpg,0.5208333333333334
1043.jpg,0.1953125
10430.jpg,0.12254901960784313
10431.jpg,0.16339869281045752
10432.jpg,0.46875
10433.jpg,0.26246719160104987
10434.jpg,0.234375
10435.jpg,0.6109979633401222
10436.jpg,0.6493506493506493
10437.jpg,0.15432098765432098
10438.jpg,0.10964912280701754
10439.jpg,0.5576208178438662
1044.jpg,0.1953125
10440.jpg,0.4166666666666667
10441.jpg,0.10964912280701754
10442.jpg,0.234375
10443.jpg,0.14285714285714285
10444.jpg,0.08680555555555555
10445.jpg,0.12254901960784313
10446.jpg,0.09816753926701571
10447.jpg,0.1953125
10448.jpg,0.2435064935064935
10449.jpg,0.1953125
1045.jpg,0.39215686274509803
10450.jpg,0.0859106529209622
10451.jpg,0.14903129657228018
10452.jpg,0.3125
10453.jpg,0.12919896640826872
10454.jpg,0.37037037037037035
10455.jpg,0.4166666666666667
10456.jpg,0.3
10457.jpg,0.5385996409335727
10458.jpg,0.49019607843137253
10459.jpg,0.12254901960784313
1046.jpg,0.1282051282051282
10460.jpg,0.1953125
10461.jpg,0.12254901960784313
10462.jpg,0.4918032786885246
10463.jpg,0.2579535683576956
10464.jpg,0.46875
10465.jpg,0.4155124653739612
10466.jpg,0.23006134969325154
10467.jpg,0.12254901960784313
10468.jpg,0.3
10469.jpg,0.4702194357366771
1047.jpg,0.1953125
10470.jpg,0.12254901960784313
10471.jpg,0.24115755627009647
10472.jpg,0.19556714471968709
10473.jpg,0.12254901960784313
10474.jpg,0.30181086519114686
10475.jpg,0.14763779527559054
10476.jpg,0.146484375
10477.jpg,0.15495867768595042
10478.jpg,0.1953125
10479.jpg,0.5300353356890459
1048.jpg,0.3125
10480.jpg,0.12254901960784313
10481.jpg,0.17595307917888564
10482.jpg,0.5988023952095808
10483.jpg,0.146484375
10484.jpg,0.15625
10485.jpg,0.3333333333333333
10486.jpg,0.12254901960784313
10487.jpg,0.12254901960784313
10488.jpg,0.06510416666666667
10489.jpg,0.49019607843137253
1049.jpg,0.29296875
10490.jpg,0.4166666666666667
10491.jpg,0.6493506493506493
10492.jpg,0.12254901960784313
10493.jpg,0.3125
10494.jpg,0.09191176470588236
10495.jpg,0.13562386980108498
10496.jpg,0.5555555555555556
10497.jpg,0.12254901960784313
10498.jpg,0.6493506493506493
10499.jpg,0.5
105.jpg,0.12396694214876033
1050.jpg,0.4166666666666667
10500.jpg,0.12254901960784313
10501.jpg,0.15625
10502.jpg,0.09322560596643878
10503.jpg,0.08680555555555555
10504.jpg,0.6410256410256411
10505.jpg,0.16339869281045752
10506.jpg,0.1953125
10507.jpg,0.12254901960784313
10508.jpg,0.4166666666666667
10509.jpg,0.15495867768595042
1051.jpg,0.15495867768595042
10510.jpg,0.13204225352112675
10511.jpg,0.189873417721519
10512.jpg,0.4166666666666667
10513.jpg,0.5
10514.jpg,0.15495867768595042
10515.jpg,0.5
10516.jpg,0.12254901960784313
10517.jpg,0.41899441340782123
10518.jpg,0.13020833333333334
10519.jpg,0.15495867768595042
1052.jpg,0.4862236628849271
10520.jpg,0.13736263736263737
10521.jpg,0.3
10522.jpg,0.2819548872180451
10523.jpg,0.09171507184347294
10524.jpg,0.5319148936170213
10525.jpg,0.19556714471968709
10526.jpg,0.15
10527.jpg,0.46875
10528.jpg,0.5444646098003629
10529.jpg,0.625
1053.jpg,0.17045454545454544
10530.jpg,0.12254901960784313
10531.jpg,0.16304347826086957
10532.jpg,0.15625
10533.jpg,0.12254901960784313
10534.jpg,0.2086230876216968
10535.jpg,0.5964214711729622
10536.jpg,0.4172461752433936
10537.jpg,0.2222222222222222
10538.jpg,0.2
10539.jpg,0.21961932650073207
1054.jpg,0.12254901960784313
10540.jpg,0.12254901960784313
10541.jpg,0.12254901960784313
10542.jpg,0.3314917127071823
10543.jpg,0.4672897196261682
10544.jpg,0.22590361445783133
10545.jpg,0.19569471624266144
10546.jpg,0.3851091142490372
10547.jpg,0.46875
10548.jpg,0.1757469244288225
10549.jpg,0.1953125
1055.jpg,0.39011703511053314
10550.jpg,0.46875
10551.jpg,0.22935779816513763
10552.jpg,0.45045045045045046
10553.jpg,0.46875
10554.jpg,0.3125
10555.jpg,0.12254901960784313
10556.jpg,0.6493506493506493
10557.jpg,0.1820388349514563
10558.jpg,0.19736842105263158
10559.jpg,0.09487666034155598
1056.jpg,0.10533707865168539
10560.jpg,0.4398826979472141
10561.jpg,0.5555555555555556
10562.jpg,0.6493506493506493
10563.jpg,0.46875
10564.jpg,0.10964912280701754
10565.jpg,0.5
10566.jpg,0.32858707557502737
10567.jpg,0.12254901960784313
10568.jpg,0.29296875
10569.jpg,0.16456390565002743
1057.jpg,0.3492433061699651
10570.jpg,0.15
10571.jpg,0.5660377358490566
10572.jpg,0.625
10573.jpg,0.42735042735042733
10574.jpg,0.3125
10575.jpg,0.15625
10576.jpg,0.14285714285714285
10577.jpg,0.46875
10578.jpg,0.4398826979472141
10579.jpg,0.285442435775452
1058.jpg,0.15306122448979592
10580.jpg,0.17793594306049823
10581.jpg,0.1953125
10582.jpg,0.12254901960784313
10583.jpg,0.17523364485981308
10584.jpg,0.3125
10585.jpg,0.14285714285714285
10586.jpg,0.32858707557502737
10587.jpg,0.10964912280701754
10588.jpg,0.11578541103820919
10589.jpg,0.5
1059.jpg,0.2757352941176471
10590.jpg,0.6493506493506493
10591.jpg,0.32858707557502737
10592.jpg,0.32858707557502737
10593.jpg,0.49019607843137253
10594.jpg,0.12254901960784313
10595.jpg,0.15625
10596.jpg,0.24509803921568626
10597.jpg,0.05482456140350877
10598.jpg,0.46875
10599.jpg,0.1953125
106.jpg,0.12254901960784313
1060.jpg,0.2597402597402597
10600.jpg,0.11574074074074074
10601.jpg,0.19329896907216496
10602.jpg,0.25
10603.jpg,0.40431266846361186
10604.jpg,0.12254901960784313
10605.jpg,0.12254901960784313
10606.jpg,0.6493506493506493
10607.jpg,0.12254901960784313
10608.jpg,0.6
10609.jpg,0.16339869281045752
1061.jpg,0.0664599025254763
10610.jpg,0.5
10611.jpg,0.4166666666666667
10612.jpg,0.4126547455295736
10613.jpg,0.2982107355864811
10614.jpg,0.12254901960784313
10615.jpg,0.5199306759098787
10616.jpg,0.1254180602006689
10617.jpg,0.3125
10618.jpg,0.12254901960784313
10619.jpg,0.5
1062.jpg,0.15600624024961
10620.jpg,0.19736842105263158
10621.jpg,0.5964214711729622
10622.jpg,0.25
10623.jpg,0.09816753926701571
10624.jpg,0.29296875
10625.jpg,0.10207553589656346
10626.jpg,0.12254901960784313
10627.jpg,0.2347417840375587
10628.jpg,0.12626262626262627
10629.jpg,0.08680555555555555
1063.jpg,0.10420284821118445
10630.jpg,0.1
10631.jpg,0.24509803921568626
10632.jpg,0.09191176470588236
10633.jpg,0.375
10634.jpg,0.6493506493506493
10635.jpg,0.46875
10636.jpg,0.5
10637.jpg,0.625
10638.jpg,0.15495867768595042
10639.jpg,0.27075812274368233
1064.jpg,0.48465266558966075
10640.jpg,0.075
10641.jpg,0.6
10642.jpg,0.5102040816326531
10643.jpg,0.20833333333333334
10644.jpg,0.10040160642570281
10645.jpg,0.12254901960784313
10646.jpg,0.12254901960784313
10647.jpg,0.49019607843137253
10648.jpg,0.1953125
10649.jpg,0.3125
1065.jpg,0.3787878787878788
10650.jpg,0.15495867768595042
10651.jpg,0.4658385093167702
10652.jpg,0.30991735537190085
10653.jpg,0.5703422053231939
10654.jpg,0.12254901960784313
10655.jpg,0.15
10656.jpg,0.625
10657.jpg,0.12254901960784313
10658.jpg,0.10533707865168539
10659.jpg,0.6493506493506493
1066.jpg,0.4694835680751174
10660.jpg,0.46875
10661.jpg,0.46801872074882994
10662.jpg,0.22338049143708116
10663.jpg,0.3
10664.jpg,0.14416146083613648
10665.jpg,0.11428571428571428
10666.jpg,0.3
10667.jpg,0.4694835680751174
10668.jpg,0.28957528957528955
10669.jpg,0.1953125
1067.jpg,0.13953488372093023
10670.jpg,0.12254901960784313
10671.jpg,0.46875
10672.jpg,0.5660377358490566
10673.jpg,0.36319612590799033
10674.jpg,0.12254901960784313
10675.jpg,0.4166666666666667
10676.jpg,0.19556714471968709
10677.jpg,0.3
10678.jpg,0.21306818181818182
10679.jpg,0.08680555555555555
1068.jpg,0.42857142857142855
10680.jpg,0.3125
10681.jpg,0.4398826979472141
10682.jpg,0.24429967426710097
10683.jpg,0.6410256410256411
10684.jpg,0.6276150627615062
10685.jpg,0.1953125
10686.jpg,0.08680555555555555
10687.jpg,0.2403846153846154
10688.jpg,0.234375
10689.jpg,0.30364372469635625
1069.jpg,0.390625
10690.jpg,0.32858707557502737
10691.jpg,0.5208333333333334
10692.jpg,0.32858707557502737
10693.jpg,0.5
10694.jpg,0.5
10695.jpg,0.19404915912031048
10696.jpg,0.12254901960784313
10697.jpg,0.15495867768595042
10698.jpg,0.43478260869565216
10699.jpg,0.35294117647058826
107.jpg,0.24
1070.jpg,0.3080082135523614
10700.jpg,0.25
10701.jpg,0.625
10702.jpg,0.4126547455295736
10703.jpg,0.12254901960784313
10704.jpg,0.4838709677419355
10705.jpg,0.11017260374586853
10706.jpg,0.6493506493506493
10707.jpg,0.15495867768595042
10708.jpg,0.2643171806167401
10709.jpg,0.12919896640826872
1071.jpg,0.08680555555555555
10710.jpg,0.29296875
10711.jpg,0.15432098765432098
10712.jpg,0.15495867768595042
10713.jpg,0.29296875
10714.jpg,0.46875
10715.jpg,0.15495867768595042
10716.jpg,0.15822784810126583
10717.jpg,0.46875
10718.jpg,0.4166666666666667
10719.jpg,0.5
1072.jpg,0.46875
10720.jpg,0.1953125
10721.jpg,0.4716981132075472
10722.jpg,0.25
10723.jpg,0.11574074074074074
10724.jpg,0.19556714471968709
10725.jpg,0.09715025906735751
10726.jpg,0.060876623376623376
10727.jpg,0.17678255745433116
10728.jpg,0.1953125
10729.jpg,0.14285714285714285
1073.jpg,0.5338078291814946
10730.jpg,0.49019607843137253
10731.jpg,0.49019607843137253
10732.jpg,0.2
10733.jpg,0.4103967168262654
10734.jpg,0.5
10735.jpg,0.14285714285714285
10736.jpg,0.32858707557502737
10737.jpg,0.15625
10738.jpg,0.22900763358778625
10739.jpg,0.15
1074.jpg,0.25
10740.jpg,0.12254901960784313
10741.jpg,0.07878151260504201
10742.jpg,0.46875
10743.jpg,0.46875
10744.jpg,0.1937984496124031
10745.jpg,0.5952380952380952
10746.jpg,0.3125
10747.jpg,0.12254901960784313
10748.jpg,0.12254901960784313
10749.jpg,0.17221584385763491
1075.jpg,0.08680555555555555
10750.jpg,0.12254901960784313
10751.jpg,0.25
10752.jpg,0.16666666666666666
10753.jpg,0.3694581280788177
10754.jpg,0.1147227533460803
10755.jpg,0.15
10756.jpg,0.46875
10757.jpg,0.1535312180143296
10758.jpg,0.46875
10759.jpg,0.4103967168262654
1076.jpg,0.4195804195804196
10760.jpg,0.1088929219600726
10761.jpg,0.14299332697807435
10762.jpg,0.16638935108153077
10763.jpg,0.21567217828900073
10764.jpg,0.6493506493506493
10765.jpg,0.3024193548387097
10766.jpg,0.6
10767.jpg,0.5033557046979866
10768.jpg,0.1953125
10769.jpg,0.45454545454545453
1077.jpg,0.15267175572519084
10770.jpg,0.3333333333333333
10771.jpg,0.12254901960784313
10772.jpg,0.20053475935828877
10773.jpg,0.3333333333333333
10774.jpg,0.21739130434782608
10775.jpg,0.29296875
10776.jpg,0.3125
10777.jpg,0.5319148936170213
10778.jpg,0.6493506493506493
10779.jpg,0.1953125
1078.jpg,0.3125
10780.jpg,0.16216216216216217
10781.jpg,0.2032520325203252
10782.jpg,0.1875
10783.jpg,0.234375
10784.jpg,0.1953125
10785.jpg,0.28116213683223995
10786.jpg,0.14285714285714285
10787.jpg,0.15495867768595042
10788.jpg,0.15625
10789.jpg,0.146484375
1079.jpg,0.05859375
10790.jpg,0.22371364653243847
10791.jpg,0.15495867768595042
10792.jpg,0.5025125628140703
10793.jpg,0.375
10794.jpg,0.24509803921568626
10795.jpg,0.16339869281045752
10796.jpg,0.11574074074074074
10797.jpg,0.5847953216374269
10798.jpg,0.1822600243013366
